hue,saturation,value
240.00000,0.79798,0.77647
315.00000,0.69710,0.94510
43.97727,0.72428,0.95294
45.60000,0.12953,0.75686
37.65957,0.42342,0.87059
57.30337,0.67939,0.51373
110.07519,0.52362,0.99608
25.38462,0.60748,0.83922
4.78873,0.98611,0.84706
202.19178,0.29435,0.97255
145.38462,0.78313,0.65098
199.78022,0.98913,0.36078
281.29870,0.43017,0.70196
162.35294,0.20079,0.99608
222.35294,0.60714,0.65882
138.60000,0.59880,0.65490
199.09091,0.14765,0.58431
225.93750,0.94581,0.79608
96.92308,0.18396,0.83137
120.75000,0.77670,0.40392
204.40678,0.71951,0.64314
82.00000,0.30928,0.38039
185.76923,0.25000,0.81569
117.11538,0.64596,0.63137
216.00000,0.44843,0.87451
250.00000,0.42857,0.43922
67.01299,0.87500,0.34510
90.00000,0.45968,0.97255
351.57895,0.34132,0.65490
111.55556,0.84906,0.62353
110.16393,0.51695,0.92549
208.37838,0.95279,0.91373
257.62712,0.77974,0.89020
139.04762,0.51852,0.95294
191.70732,0.66667,0.48235
230.84746,0.68605,0.33725
103.63636,0.09442,0.91373
157.33333,0.95745,0.92157
43.27869,0.48221,0.99216
224.00000,0.51724,0.79608
8.18182,0.21154,0.40784
86.00000,0.72581,0.97255
346.12500,0.96386,0.65098
260.44444,0.64904,0.81569
298.77551,0.56977,0.33725
126.76056,0.62832,0.44314
123.61446,0.64844,0.50196
209.61538,0.88136,0.69412
295.42373,0.68605,0.67451
198.24324,0.87574,0.66275
344.13793,0.72500,0.47059
257.40933,0.94146,0.80392
178.51240,0.76582,0.61961
328.00000,0.50000,0.47059
222.58065,0.96875,0.50196
343.07692,0.34211,0.89412
236.06557,0.91045,0.52549
115.63636,0.59783,0.72157
325.31250,0.75294,1.00000
210.00000,0.89362,0.18431
3.64486,0.85259,0.98431
115.26316,0.83978,0.70980
111.42857,0.86344,0.89020
238.75000,0.57143,0.32941
260.76923,0.75728,0.80784
105.77320,0.88991,0.42745
258.07229,0.49112,0.66275
141.42857,0.17073,0.64314
39.62264,0.49533,0.41961
225.23077,0.28384,0.89804
333.57798,0.53431,0.80000
329.83425,0.95263,0.74510
230.93023,0.38739,0.87059
281.28713,0.80159,0.98824
81.81818,0.87417,0.59216
291.31579,0.63866,0.93333
190.90909,0.26190,0.82353
156.00000,0.69565,0.45098
102.59542,0.64532,0.79608
330.00000,0.22727,0.34510
74.49275,0.81176,1.00000
25.54217,0.99203,0.98431
174.89362,0.50000,0.73725
3.63636,0.28448,0.45490
248.04469,0.74274,0.94510
19.46809,0.95431,0.77255
109.82456,0.75330,0.89020
56.53179,0.72083,0.94118
168.97959,0.24378,0.78824
22.55319,0.61304,0.90196
332.69841,0.98953,0.74902
309.49640,0.56048,0.97255
170.76923,0.84783,0.36078
127.21311,0.78541,0.91373
196.50000,0.35398,0.44314
123.28767,0.85380,0.67059
273.00000,0.40816,0.96078
193.62162,0.87264,0.83137
199.25926,0.43085,0.73725
184.33735,0.48824,0.66667
10.81081,0.44048,0.98824
171.48936,0.69458,0.79608
127.84091,0.90722,0.76078
94.66667,0.19824,0.89020
158.46154,0.59091,0.25882
12.14286,0.70588,0.46667
129.40299,0.65366,0.80392
23.66197,0.41520,0.67059
271.11111,0.75000,0.28235
161.14286,0.94170,0.87451
181.51899,0.81026,0.76471
197.47573,0.48131,0.83922
139.32886,0.90854,0.64314
277.44966,0.67421,0.86667
322.04082,0.45794,0.83922
190.85714,0.66456,0.61961
309.75000,0.99379,0.63137
28.46154,0.75728,0.40392
210.76923,0.21667,0.70588
317.69231,0.98734,0.92941
18.46154,0.85849,0.41569
125.53846,0.26210,0.97255
309.23077,0.74713,0.34118
240.00000,0.81026,0.76471
113.92405,0.98137,0.63137
237.31343,0.81212,0.64706
268.96552,0.27488,0.82745
84.92308,0.61321,0.83137
110.31250,0.88889,0.84706
351.11111,0.45763,0.46275
216.00000,0.09346,0.41961
156.34286,0.95109,0.72157
57.93103,0.11934,0.95294
49.71429,0.66456,0.61961
90.00000,0.16667,0.04706
189.23077,0.23853,0.42745
160.27397,0.30290,0.94510
80.95238,0.26695,0.92549
141.12676,0.70297,0.39608
157.07865,0.97802,0.71373
154.23729,0.72840,0.95294
25.35211,0.94667,0.88235
217.82609,0.45320,0.79608
234.62687,0.49265,0.53333
334.63636,0.94828,0.90980
316.66667,0.62609,0.45098
346.49215,0.85268,0.87843
92.24670,0.93416,0.95294
43.25581,0.94714,0.89020
348.18182,0.26506,0.97647
198.34711,0.54505,0.87059
213.63636,0.47143,0.54902
159.51220,0.78344,0.61569
296.00000,0.41284,0.42745
60.00000,0.61667,0.23529
23.23944,0.87117,0.63922
304.80000,0.67873,0.86667
251.92308,0.61417,0.99608
347.14286,0.08861,0.61961
295.38462,0.06878,0.74118
110.40000,0.28090,0.34902
178.29787,0.77901,0.70980
321.42857,0.11864,0.46275
218.21656,0.66525,0.92549
44.26230,0.51046,0.93725
343.22034,0.73292,0.63137
240.00000,0.51176,0.66667
254.11765,0.84472,0.63137
278.67769,0.49388,0.96078
137.14286,0.72314,0.94902
260.71429,0.68852,0.47843
252.30769,0.98985,0.77255
189.64286,0.52336,0.83922
346.15385,0.82869,0.98431
90.41667,0.64286,0.87843
35.39568,0.64352,0.84706
191.94915,0.97119,0.95294
165.47368,0.67857,0.54902
94.08000,0.89928,0.54510
43.51648,0.83871,0.85098
286.04651,0.27215,0.61961
103.80952,0.89151,0.83137
198.42520,0.52917,0.94118
25.96154,0.95413,0.85490
325.36364,0.96916,0.89020
350.52632,0.66279,0.33725
282.85714,0.89216,0.40000
262.50000,0.80000,0.27451
199.83871,0.78981,0.61569
340.92166,0.96875,0.87843
219.82759,0.63043,0.72157
309.83051,0.77632,0.89412
355.02439,0.95794,0.83922
353.11005,0.93722,0.87451
211.00478,0.82609,0.99216
238.53659,0.57477,0.83922
125.62500,0.41558,0.60392
137.94872,0.86667,0.52941
89.07216,0.91080,0.83529
309.93865,0.97024,0.65882
352.63158,0.98276,0.68235
0.00000,0.51587,0.49412
101.38889,0.91139,0.92941
244.45415,0.95816,0.93725
293.33333,0.19737,0.89412
298.00000,0.13216,0.89020
34.32558,0.89212,0.94510
174.96183,0.54357,0.94510
14.31818,0.98876,0.69804
214.04494,0.96216,0.72549
148.81057,0.91165,0.97647
8.70968,0.88995,0.81961
41.07692,0.60748,0.83922
155.45455,0.25731,0.67059
331.25000,0.30189,0.62353
54.08867,0.88261,0.90196
343.80531,0.99123,0.89412
338.70968,0.70455,0.69020
231.52174,0.41818,0.86275
197.88079,0.96178,0.61569
228.00000,0.40179,0.87843
240.00000,0.22603,0.57255
250.62500,0.66667,0.56471
200.82645,0.76101,0.62353
61.71429,0.67742,0.60784
259.06250,0.86099,0.87451
289.52381,0.56250,0.87843
244.44444,0.83628,0.88627
336.00000,0.15504,0.50588
92.58883,0.81405,0.94902
90.98039,0.64286,0.93333
286.41509,0.75714,0.54902
287.51020,0.99190,0.96863
1.25000,0.81356,0.23137
198.21429,0.23431,0.93725
184.34783,0.83133,0.97647
230.05714,0.98870,0.69412
278.49057,0.65031,0.63922
249.47368,0.12338,0.60392
151.76471,0.88806,0.52549
111.81818,0.42308,0.61176
283.54839,0.26160,0.92941
54.40678,0.80822,0.57255
180.66667,0.94737,0.74510
134.34783,0.93401,0.77255
355.04587,0.86166,0.99216
298.81773,0.92694,0.85882
247.10526,0.40642,0.73333
326.74699,0.48538,0.67059
353.09353,0.82249,0.66275
97.86885,0.47843,1.00000
276.78571,0.70588,0.93333
183.44262,0.82993,0.57647
172.23214,0.96137,0.91373
310.00000,0.77551,0.57647
290.09174,0.49772,0.85882
25.50000,0.98522,0.79608
74.35583,0.68487,0.93333
291.35593,1.00000,0.46275
221.17647,0.80315,0.99608
266.92308,0.70909,0.86275
95.22936,0.59563,0.71765
235.71429,0.43922,1.00000
352.94118,0.38636,0.34510
338.49711,0.83173,0.81569
271.11111,0.75524,0.56078
213.30000,0.95238,0.82353
61.55172,0.58883,0.77255
261.21212,0.97059,0.80000
93.64162,0.87817,0.77255
253.29114,0.86339,0.71765
20.25000,0.74766,0.41961
127.11864,0.84286,0.82353
347.58621,0.23293,0.97647
270.96774,0.37959,0.96078
326.31016,0.99468,0.73725
94.11765,0.82258,0.24314
103.43891,0.96930,0.89412
241.03448,0.81690,0.27843
315.98253,0.95417,0.94118
216.98113,0.63347,0.98431
119.00000,0.39735,0.59216
153.15789,0.74146,0.80392
32.27273,0.76301,0.67843
139.45055,0.82353,0.86667
81.26582,0.83158,0.74510
97.50000,0.55967,0.95294
124.09938,0.80100,0.78824
300.58252,0.69595,0.58039
123.50877,0.79167,0.84706
179.06250,0.92086,0.54510
153.26425,0.79752,0.94902
57.63158,0.44444,0.67059
68.60987,0.89558,0.97647
289.81818,0.85938,0.75294
132.00000,0.45775,0.55686
293.47826,0.62443,0.86667
219.41860,0.77477,0.87059
205.20000,0.89820,0.65490
292.77778,0.68354,0.61961
196.28571,0.82840,0.66275
129.15254,0.85507,0.54118
61.00000,0.38961,0.60392
341.53846,0.15854,0.96471
345.67164,0.65049,0.40392
102.50000,0.67925,0.41569
107.59777,0.92268,0.76078
144.92308,0.98985,0.77255
226.53061,0.39516,0.48627
178.06452,0.12450,0.97647
171.60000,0.40486,0.96863
130.95238,0.56250,0.87843
23.88350,0.88412,0.91373
304.46512,0.90336,0.93333
1.58940,0.68636,0.86275
288.55491,1.00000,0.67843
195.14851,0.94836,0.83529
317.34104,0.76549,0.88627
254.37788,0.97748,0.87059
338.00000,0.93750,0.50196
198.23529,0.40316,0.99216
280.00000,0.94652,0.73333
30.30303,0.67347,0.57647
184.39024,0.64737,0.74510
167.81250,0.83843,0.89804
344.21053,0.67172,0.77647
139.41176,0.43038,0.30980
34.43478,0.82734,0.54510
152.08556,0.85780,0.85490
187.34694,0.60996,0.94510
339.75000,0.95238,0.65882
346.41026,0.92857,0.98824
84.08451,0.97931,0.56863
217.89474,0.43182,0.17255
344.69388,0.55682,0.69020
182.89157,0.71552,0.90980
288.47458,0.71951,0.96471
100.00000,0.14173,0.49804
171.62791,0.79630,0.42353
290.23256,0.54430,0.61961
356.60377,0.65164,0.95686
0.00000,0.97696,0.85098
240.00000,0.51082,0.90588
210.32967,0.82353,0.86667
129.84375,0.97710,0.51373
202.02532,0.40102,0.77255
158.66667,0.25281,0.69804
18.26087,0.58974,0.76471
288.94737,0.59375,0.25098
263.57143,0.49412,0.66667
260.89888,0.70635,0.98824
48.38710,0.14352,0.84706
225.66372,0.53052,0.83529
91.30435,0.71875,0.25098
173.72549,0.82703,0.72549
315.00000,0.32075,0.83137
123.15789,0.33188,0.89804
45.00000,0.67568,0.58039
93.27731,0.92969,0.50196
123.39623,0.38129,0.54510
52.13793,0.59671,0.95294
340.71429,0.33333,0.98824
331.61677,0.72609,0.90196
354.41860,0.30282,0.55686
258.00000,0.20921,0.93725
228.52941,0.84298,0.94902
171.22807,0.79907,0.83922
270.19608,0.68000,0.88235
154.46809,1.00000,0.92157
220.68493,0.74112,0.77255
197.40000,0.88106,0.89020
33.69863,0.30932,0.92549
342.73973,0.86905,0.98824
92.24490,0.83523,0.69020
108.92308,0.81761,0.62353
150.00000,0.75926,0.42353
290.00000,0.63830,0.18431
50.00000,0.60000,0.47059
227.68212,0.73301,0.80784
48.22430,0.46522,0.90196
305.35032,0.89714,0.68627
237.35849,0.90857,0.68627
287.48815,0.85425,0.96863
115.14451,0.72083,0.94118
301.76471,0.46897,0.56863
58.62069,0.75652,0.45098
110.52632,0.20430,0.72941
258.86598,0.82203,0.92549
129.92806,0.83735,0.65098
95.06494,0.92771,0.32549
239.36842,0.61290,0.60784
70.16949,0.70238,0.98824
334.59459,0.56633,0.76863
349.65517,0.39367,0.86667
304.39024,0.92481,0.52157
308.13559,0.42143,0.54902
296.68966,0.68396,0.83137
290.93023,0.39269,0.85882
120.00000,0.59242,0.82745
171.25828,0.70892,0.83529
259.70149,0.81212,0.64706
308.02548,0.62055,0.99216
48.79668,0.97177,0.97255
285.76271,0.56731,0.81569
295.44828,0.78378,0.72549
219.57447,0.57317,0.32157
228.66667,0.35714,0.98824
176.25000,0.60094,0.83529
85.89928,0.77654,0.70196
313.90909,0.90535,0.95294
126.23377,0.33190,0.90980
245.13514,0.96104,0.90588
319.28571,0.78212,0.70196
357.17647,0.51515,0.64706
265.00000,0.15584,0.90588
191.69231,0.79918,0.95686
61.57895,0.37624,0.39608
197.89474,0.99419,0.67451
248.52273,0.70120,0.98431
358.67647,0.70103,0.76078
30.44776,0.36413,0.72157
84.00000,0.74257,0.79216
253.64807,0.92460,0.98824
33.33333,0.90000,0.86275
253.65854,0.67582,0.71373
235.95855,0.85398,0.88627
136.19048,0.82533,0.89804
46.09272,0.72947,0.81176
209.33333,0.50847,0.69412
204.65753,0.30932,0.92549
41.14286,0.97222,0.70588
18.43373,0.94318,0.69020
40.55172,0.70388,0.80784
240.00000,0.57277,0.83529
264.00000,0.36000,0.49020
316.95652,0.67980,0.79608
195.41667,0.79558,0.70980
118.44828,0.98305,0.92549
275.74468,0.24607,0.74902
204.35897,0.99153,0.92549
307.09677,0.98936,0.36863
206.44737,0.83060,0.71765
318.94737,0.52055,0.28627
139.71429,0.30172,0.90980
231.94030,0.34184,0.76863
328.12500,0.83478,0.45098
336.25000,0.70588,0.26667
153.56643,0.60593,0.92549
301.88976,0.54978,0.90588
112.22222,0.93103,0.45490
94.40000,0.35047,0.83922
233.93939,0.79839,0.97255
61.40351,0.71250,0.94118
96.63717,0.52558,0.84314
259.17526,0.55114,0.69020
11.17021,0.85455,0.86275
205.60976,0.39048,0.82353
76.00000,0.61364,0.86275
65.10638,0.40870,0.45098
182.23404,0.89952,0.81961
288.25175,0.91083,0.61569
165.42857,0.87866,0.93725
256.02273,0.91192,0.75686
341.49780,0.91165,0.97647
313.17073,0.88362,0.90980
341.27660,0.82941,0.66667
9.04523,0.91705,0.85098
56.00000,0.57065,0.72157
227.33945,0.44130,0.96863
280.00000,0.92308,0.86667
135.21127,0.59916,0.92941
13.68421,0.98701,0.90588
71.62500,0.80808,0.77647
105.98131,0.74306,0.56471
105.78947,0.34081,0.87451
22.24138,0.60733,0.74902
338.01980,0.56111,0.70588
252.00000,0.12658,0.61961
145.71429,0.40329,0.95294
322.10526,0.29804,1.00000
91.42857,0.41379,0.79608
106.26168,0.88430,0.94902
268.12500,0.40506,0.30980
167.14286,0.16766,0.65490
270.55046,0.94783,0.90196
237.17647,0.37445,0.89020
228.06283,0.79583,0.94118
163.25581,0.22995,0.73333
111.08911,0.82114,0.48235
201.87192,0.87500,0.90980
113.09353,0.78531,0.69412
345.00000,0.98039,0.80000
87.77778,0.87568,0.72549
192.52747,0.46907,0.76078
9.60000,0.40984,0.47843
318.43137,0.85955,0.69804
7.96460,0.48918,0.90588
291.46919,0.95475,0.86667
256.83453,0.54941,0.99216
124.76190,0.50806,0.48627
10.29851,0.64115,0.81961
187.42857,0.83665,0.98431
69.10714,0.91429,0.96078
168.75000,0.30380,0.61961
225.98540,0.76536,0.70196
26.30542,0.84583,0.94118
20.44248,0.89683,0.98824
299.32584,0.76724,0.90980
348.93204,0.86192,0.93725
358.30986,0.60169,0.46275
224.57143,0.33175,0.82745
193.84615,0.68699,0.96471
178.57143,0.57143,0.57647
102.85714,0.91146,0.75294
219.13043,0.40889,0.88235
130.12987,0.39896,0.75686
335.88235,0.84298,0.94902
313.33333,0.12919,0.81961
260.90909,0.58407,0.44314
277.09924,0.90345,0.56863
47.41935,0.35028,0.69412
335.75758,0.82500,0.94118
321.49733,0.77273,0.94902
45.84270,0.37712,0.92549
69.31034,0.24066,0.94510
250.51546,0.88991,0.42745
46.87500,0.71111,0.35294
235.63636,0.67073,0.32157
101.07143,0.74667,0.88235
52.98246,0.72766,0.92157
25.52036,0.86667,1.00000
48.73096,0.95631,0.80784
1.31868,0.64085,0.55686
183.71681,0.56219,0.78824
247.84810,0.94800,0.98039
280.51282,0.97095,0.94510
211.41509,0.83465,0.99608
345.64417,0.65992,0.96863
65.14286,0.92715,0.59216
239.67033,0.99454,0.71765
270.00000,0.15873,0.49412
77.64706,0.96356,0.96863
350.52632,0.26389,0.28235
252.00000,0.59524,0.32941
252.65625,0.89510,0.56078
184.84848,0.79839,0.48627
307.00000,0.83916,0.56078
222.33129,0.87166,0.73333
281.42857,0.45902,0.71765
147.08861,0.95951,0.96863
347.08861,0.79000,0.39216
113.87755,0.56322,0.34118
222.27273,0.87302,0.98824
27.48603,0.71600,0.98039
60.35294,0.72340,0.92157
254.71698,0.22553,0.92157
313.09091,0.42969,0.50196
322.85714,0.99057,0.41569
194.79452,0.32018,0.89412
291.11111,0.46552,0.45490
225.90604,0.61066,0.95686
98.94737,0.25446,0.87843
193.50785,0.75494,0.99216
64.68085,0.87037,0.63529
256.00000,0.51948,0.90588
111.16279,0.64179,0.78824
209.00000,0.37975,0.61961
350.46358,0.82514,0.71765
337.03125,0.87075,0.57647
182.85714,0.27815,0.59216
154.83871,0.16062,0.75686
339.09677,0.77889,0.78039
102.69231,0.28729,0.70980
340.43478,0.20721,0.87059
45.88235,0.45133,0.44314
132.74336,0.55392,0.80000
326.93878,0.22172,0.86667
249.23077,0.57778,0.70588
298.69565,0.20628,0.87451
17.64706,0.34413,0.96863
290.84746,0.66667,0.69412
17.34940,0.92222,0.35294
7.77778,0.83077,0.25490
240.68966,0.40465,0.84314
228.94737,0.32900,0.90588
111.78423,0.95257,0.99216
276.31579,0.25000,0.59608
15.95745,0.79325,0.92941
135.00000,0.83902,0.80392
174.73684,0.98276,0.45490
71.88679,0.70199,0.59216
131.39241,0.66109,0.93725
132.65625,0.58447,0.85882
45.93103,0.60924,0.93333
60.00000,0.17822,0.79216
261.56682,0.90795,0.93725
121.86335,0.99383,0.63529
2.57511,0.91373,1.00000
181.57895,0.40212,0.74118
40.42553,0.90385,0.61176
175.20000,0.38265,0.76863
46.07143,0.28426,0.77255
215.62500,0.90141,0.27843
146.35514,0.61850,0.67843
147.69231,0.80889,0.88235
130.90909,0.78571,0.82353
349.56522,0.29237,0.92549
189.51923,0.87764,0.92941
100.44944,0.84762,0.82353
311.06796,0.94064,0.85882
46.43836,0.68545,0.83529
162.00000,0.28000,0.98039
18.83721,0.67717,0.49804
181.88976,0.77439,0.64314
281.53846,0.47561,0.32157
156.29032,0.51029,0.95294
120.40541,0.64069,0.90588
295.02075,1.00000,0.94510
185.00000,0.63158,0.29804
290.98814,0.99216,1.00000
300.36810,0.67355,0.94902
106.63043,0.86385,0.83529
206.66667,0.86441,0.69412
152.16000,0.76687,0.63922
307.46544,0.93133,0.91373
167.00000,0.86957,0.27059
297.18121,0.88166,0.66275
259.86207,0.98639,0.57647
221.66667,0.99213,0.99608
322.46305,0.87124,0.91373
25.92965,0.83966,0.92941
264.48430,0.93305,0.93725
310.04292,0.95885,0.95294
37.85047,0.84921,0.98824
76.56442,0.68487,0.93333
129.77528,0.97802,0.71373
167.28814,0.71515,0.64706
307.37968,0.78571,0.93333
286.50000,0.27027,0.58039
171.74312,0.95614,0.89412
214.50000,0.30303,0.51765
30.81081,0.78169,0.55686
147.90698,0.63235,0.80000
323.36842,0.38000,0.98039
356.00000,0.36585,0.16078
280.53191,0.82456,0.89412
135.00000,0.71362,0.83529
155.38462,0.20856,0.73333
239.08397,0.56466,0.90980
148.17073,0.98204,0.65490
49.24528,0.92982,0.89412
235.66265,0.47429,0.68627
45.89744,0.93227,0.98431
69.81818,0.95930,0.67451
112.58427,0.92228,0.75686
342.53731,0.89333,0.58824
46.95652,0.29487,0.30588
119.33333,0.59603,0.59216
237.60000,0.72816,0.40392
6.99029,0.54497,0.74118
85.21277,0.78992,0.93333
98.40000,0.47771,0.61569
337.20000,0.29940,0.65490
10.05236,0.86425,0.86667
44.03670,0.49772,0.85882
342.20339,0.63102,0.73333
86.20690,0.48333,0.70588
351.95876,0.45116,0.84314
268.46154,0.40838,0.74902
10.29412,0.99512,0.80392
248.50000,0.88889,0.52941
310.19417,0.82731,0.97647
220.00000,0.20134,0.58431
351.05263,0.92683,0.48235
173.51351,0.60326,0.72157
123.90533,0.69262,0.95686
314.68531,0.77717,0.72157
346.28571,0.50481,0.81569
30.87379,0.83740,0.96471
357.71429,0.70000,0.58824
178.18182,0.13808,0.93725
2.76923,0.81761,0.62353
151.11111,0.88043,0.36078
10.99010,0.80800,0.98039
320.72727,0.74830,0.57647
179.47826,0.75163,0.60000
328.51852,0.84375,0.75294
131.42857,0.38182,0.21569
326.85315,0.87195,0.64314
270.00000,0.53755,0.99216
25.36585,0.67213,0.71765
203.42857,0.51220,0.80392
78.50467,0.43496,0.96471
75.68182,0.86275,0.40000
84.38247,1.00000,0.98431
19.83471,0.69942,0.67843
254.23729,0.52212,0.88627
63.23529,0.91480,0.87451
338.49057,0.71300,0.87451
78.75000,0.57399,0.87451
71.90840,0.62679,0.81961
316.83453,0.80814,0.67451
185.76000,0.58140,0.84314
236.43243,0.79399,0.91373
289.12500,0.94675,0.66275
180.00000,0.38034,0.91765
157.61194,0.66667,0.78824
130.88083,0.98974,0.76471
213.54839,0.39076,0.93333
280.30534,0.71196,0.72157
56.22378,0.69417,0.80784
132.55814,0.43000,0.78431
163.97906,0.95025,0.78824
131.81818,0.57143,0.90588
165.50725,0.84490,0.96078
252.27273,0.44000,0.78431
129.69697,0.41772,0.92941
57.88235,0.86294,0.77255
252.37113,0.80833,0.94118
231.08108,0.79144,0.73333
183.33333,0.68936,0.92157
0.00000,0.93525,0.54510
130.08850,0.64571,0.68627
152.22222,0.37762,0.56078
56.00000,0.70815,0.91373
100.66667,0.48387,0.72941
203.49398,0.88298,0.73725
24.70588,0.93151,0.28627
227.57396,0.71610,0.92549
162.31579,0.70370,0.52941
171.76991,0.89683,0.98824
227.47826,0.48936,0.92157
320.21390,0.82379,0.89020
226.26506,0.45604,0.71373
81.93103,0.79235,0.71765
176.94915,0.50000,0.46275
227.04000,0.52301,0.93725
206.12903,0.93467,0.78039
125.25346,0.98636,0.86275
284.23077,0.93413,0.65490
219.23077,0.20000,0.50980
134.15730,0.59732,0.58431
158.54015,0.59825,0.89804
188.37209,0.22165,0.76078
99.27835,0.88584,0.85882
28.88889,0.28272,0.74902
49.13386,0.76970,0.64706
228.83721,0.38565,0.87451
58.50000,0.66390,0.94510
350.25974,0.90588,0.66667
60.80357,0.87843,1.00000
13.36957,0.90196,0.80000
314.23729,0.60513,0.76471
212.30769,0.97279,0.57647
247.30964,0.78175,0.98824
115.24390,0.68619,0.93725
238.06452,0.85321,0.85490
60.70588,0.72340,0.92157
289.69697,0.85345,0.45490
65.93407,0.44608,0.80000
271.85185,0.73303,0.86667
223.40426,0.58385,0.63137
296.45161,0.77824,0.93725
244.65753,0.85882,1.00000
299.38144,0.52151,0.72941
311.88119,0.53439,0.74118
216.87500,0.47291,0.79608
269.49153,0.70800,0.98039
106.95652,0.88950,0.70980
150.88235,0.86624,0.61569
53.41463,0.53595,0.60000
125.29412,0.19883,0.67059
14.14286,0.59574,0.92157
332.94118,0.26020,0.76863
10.20000,0.43860,0.89412
358.13953,0.50787,0.99608
187.95181,0.78302,0.83137
153.48837,0.53086,0.31765
276.95122,0.92655,0.69412
167.41463,0.82661,0.97255
20.00000,0.44758,0.97255
0.30457,0.97044,0.79608
43.33333,0.77647,1.00000
170.25381,0.85281,0.90588
210.24000,0.73964,0.66275
69.23077,0.63030,0.64706
38.62069,0.84466,0.80784
162.62069,0.82386,0.69020
302.74809,0.53689,0.95686
281.33333,0.95339,0.92549
40.18100,0.90947,0.95294
18.96373,0.99485,0.76078
186.29032,0.62944,0.77255
154.01274,0.74762,0.82353
295.86207,0.95473,0.95294
28.88889,0.18881,0.56078
64.45946,0.63793,0.90980
339.56522,0.63594,0.85098
251.42857,0.20388,0.40392
2.60870,0.56557,0.95686
235.35714,0.79621,0.82745
294.18502,0.92653,0.96078
291.11111,0.17089,0.61961
92.30769,0.38012,0.67059
282.23464,0.87317,0.80392
234.22222,0.57447,0.92157
214.56522,0.76033,0.94902
111.77419,0.70056,0.69412
317.14286,0.32407,0.42353
195.00000,0.91057,0.48235
263.33333,0.95192,0.81569
2.14286,0.56911,0.96471
93.60000,0.65104,0.75294
45.00000,0.17610,0.62353
182.35294,0.22667,0.88235
50.62500,0.78049,0.80392
45.00000,0.88623,0.65490
144.00000,0.88362,0.90980
267.77778,0.35762,0.59216
137.22222,0.52683,0.80392
232.14953,0.66875,0.62745
303.11111,0.55556,0.95294
243.75000,0.14035,0.89412
353.33333,0.09783,0.72157
46.80000,0.85714,0.68627
273.91304,0.74194,0.72941
105.65217,0.27219,0.66275
90.53254,0.72532,0.91373
329.63855,0.40097,0.81176
270.45685,0.89954,0.85882
16.70103,0.72388,0.52549
102.33129,0.70259,0.90980
140.00000,0.36437,0.96863
50.33898,0.92913,0.49804
279.23077,0.64730,0.94510
157.05882,0.35417,0.75294
291.84466,0.56593,0.71373
76.74419,0.59310,0.56863
240.55556,0.51923,0.81569
161.25000,0.13169,0.95294
53.11005,0.96759,0.84706
207.17647,0.67729,0.98431
301.44000,0.56306,0.87059
87.00000,0.75314,0.93725
139.30070,0.83626,0.67059
322.66667,0.17647,1.00000
179.44954,0.91597,0.93333
301.09091,0.94828,0.22745
286.69951,0.80237,0.99216
198.26087,0.42991,0.41961
313.17073,0.46067,0.69804
120.00000,0.70213,0.55294
24.09836,0.58373,0.81961
166.23853,0.75172,0.56863
10.94891,0.77401,0.69412
150.62500,0.68571,0.54902
337.68844,0.84681,0.92157
190.80000,0.98039,0.60000
288.21429,0.91803,0.23922
119.06250,0.93431,0.53725
75.00000,0.22581,0.97255
336.20112,0.75527,0.92941
138.75000,0.94118,0.53333
243.42857,0.33654,0.40784
320.64516,0.49468,0.73725
25.71429,0.47343,0.81176
166.15385,0.30588,0.33333
331.85185,0.36486,0.87059
213.86139,0.53158,0.74510
12.26519,0.87864,0.80784
36.28571,0.90517,0.90980
341.25000,0.08466,0.74118
210.76923,0.53425,0.28627
309.28177,0.82273,0.86275
1.89189,0.96522,0.90196
252.13483,0.46842,0.74510
84.75524,0.65596,0.85490
338.93333,0.95745,0.92157
271.74194,0.65957,0.92157
305.79310,0.72139,0.78824
317.41935,0.86111,0.70588
259.60976,0.93182,0.86275
67.16418,0.57265,0.45882
315.17241,0.63043,0.54118
203.45455,0.56122,0.76863
146.54378,0.95175,0.89412
333.08824,0.93151,0.57255
277.36527,0.66008,0.99216
170.32258,0.73460,0.82745
70.54054,0.30081,0.96471
160.40816,0.80328,0.71765
352.50000,0.92063,0.98824
356.75000,0.95618,0.98431
267.62590,0.87421,0.62353
119.62500,0.62992,0.99608
324.42478,0.45935,0.96471
277.80822,0.36318,0.78824
53.14286,0.43568,0.94510
354.37500,0.87432,0.71765
76.20690,0.98864,0.69020
306.31579,0.87245,0.76863
204.21053,0.93443,0.47843
178.03279,0.24797,0.96471
262.26804,0.88991,0.85490
116.52174,0.86611,0.93725
336.69065,0.73936,0.73725
193.80000,0.88106,0.89020
182.90323,0.44928,0.54118
39.60784,0.60000,1.00000
265.33333,0.76271,0.69412
36.69421,0.65054,0.72941
185.63380,0.85200,0.98039
107.01923,0.83200,0.98039
140.61538,0.79592,0.96078
105.14286,0.49763,0.82745
289.60630,0.55217,0.90196
337.61194,0.55833,0.47059
276.00000,0.15152,0.12941
133.69565,0.48168,0.74902
92.38636,0.92147,0.74902
42.79070,0.70492,0.71765
163.75691,0.88293,0.80392
304.39024,0.18304,0.87843
336.21951,0.90110,0.71373
287.72727,0.65185,0.52941
14.28571,0.23729,0.69412
344.12556,0.93697,0.93333
228.75000,0.77193,0.89412
331.11111,0.61364,0.34510
237.48954,0.95219,0.98431
118.51240,1.00000,0.47451
248.46154,0.34667,0.88235
